LOB,LoginID,SourceMachineName,ExecutionMachineName,ScriptName,Status,Iterations,DTStarTime,DTEndTime,TestStatus,IterationStatus,TestType,DATE,ReleaseName,Environment,TestSetPath,DeviceBrowser,DeviceType,OS,OSversion,Complexity,IssueType,SubType,IssueLogs,TestCaseType,Technology,FrameworkType,RunTime,Cycle,TeamName,reportLink
SFP,goelgj,GBMLVVCSW2359,,tc_02_functional_dunmore_DealSummary.py,End,1,18:32.6,18:35.8,Fail,End,Regression,07/10/2022,SFP+,SIT,,,,,,,,,,,Python,PYETL,3,Iteration 1,Jarvis,
SFP,goelgj,GBMLVVCSW2359,,tc_02_functional_dunmore_DealSummary.py,End,1,17:48.5,18:24.5,Fail,End,Regression,07/10/2022,SFP+,SIT,,,,,,,,,,,Python,PYETL,35,Iteration 1,Jarvis,
SFP,goelgj,GBMLVVCSW2359,,tc_01_functional_demios_DealSummary.py,End,1,47:35.0,47:37.9,Fail,End,Regression,07/10/2022,SFP+,SIT,,,,,,,,,,,Python,PYETL,2,Iteration 1,Jarvis,
SFP,goelgj,GBMLVVCSW2359,,tc_01_functional_demios_DealSummary.py,End,1,52:43.7,52:48.1,Fail,End,Regression,07/10/2022,SFP+,SIT,,,,,,,,,,,Python,PYETL,4,Iteration 1,Jarvis,
SFP,goelgj,GBMLVVCSW2359,,tc_01_functional_demios_DealSummary.py,End,1,38:04.0,38:42.1,Fail,End,Regression,07/10/2022,SFP+,SIT,,,,,,,,,,,Python,PYETL,38,Iteration 1,Jarvis,
SFP,goelgj,GBMLVVCSW2359,,tc_02_functional_dunmore_DealSummary.py,End,1,28:05.7,28:27.7,Fail,End,Regression,07/10/2022,SFP+,SIT,,,,,,,,,,,Python,PYETL,22,Iteration 1,Jarvis,
SFP,goelgj,GBMLVVCSW2359,,tc_02_functional_dunmore_DealSummary.py,End,1,35:56.6,36:09.3,Fail,End,Regression,07/10/2022,SFP+,SIT,,,,,,,,,,,Python,PYETL,12,Iteration 1,Jarvis,
SFP,goelgj,GBMLVVCSW2359,,tc_01_functional_demios_DealSummary.py,End,1,55:02.7,55:31.8,Fail,End,Regression,07/10/2022,SFP+,SIT,,,,,,,,,,,Python,PYETL,29,Iteration 1,Jarvis,
SFP,goelgj,GBMLVVCSW2359,,tc_02_functional_dunmore_DealSummary.py,End,1,09:25.8,09:49.9,Fail,End,Regression,07/10/2022,SFP+,SIT,,,,,,,,,,,Python,PYETL,24,Iteration 1,Jarvis,
SFP,goelgj,GBMLVVCSW2359,,tc_01_functional_demios_DealSummary.py,End,1,25:55.6,26:28.8,Fail,End,Regression,07/10/2022,SFP+,SIT,,,,,,,,,,,Python,PYETL,33,Iteration 1,Jarvis,
SFP,goelgj,GBMLVVCSW2359,,tc_01_functional_demios_DealSummary.py,End,1,28:39.8,29:12.5,Fail,End,Regression,07/10/2022,SFP+,SIT,,,,,,,,,,,Python,PYETL,32,Iteration 1,Jarvis,
SFP,goelgj,GBMLVVCSW2359,,tc_01_functional_demios_DealSummary.py,End,1,43:09.8,43:28.8,Fail,End,Regression,08/10/2022,SFP+,SIT,,,,,,,,,,,Python,PYETL,18,Iteration 1,Jarvis,
SFP,goelgj,GBMLVVCSW2359,,tc_02_functional_dunmore_DealSummary.py,End,1,19:04.3,19:24.0,Fail,End,Regression,08/10/2022,SFP+,SIT,,,,,,,,,,,Python,PYETL,19,Iteration 1,Jarvis,
SFP,goelgj,GBMLVVCSW2359,,tc_02_functional_dunmore_DealSummary.py,End,1,43:32.3,43:52.5,Fail,End,Regression,08/10/2022,SFP+,SIT,,,,,,,,,,,Python,PYETL,20,Iteration 1,Jarvis,
SFP,goelgj,GBMLVVCSW2359,,tc_01_functional_demios_DealSummary.py,End,1,46:03.1,46:21.8,Fail,End,Regression,08/10/2022,SFP+,SIT,,,,,,,,,,,Python,PYETL,18,Iteration 1,Jarvis,
SFP,goelgj,GBMLVVCSW2359,,tc_02_functional_dunmore_DealSummary.py,End,1,16:05.2,16:28.8,Fail,End,Regression,10/10/2022,SFP+,SIT,,,,,,,,,,,Python,PYETL,23,Iteration 1,Jarvis,
SFP,goelgj,GBMLVVCSW2359,,tc_01_functional_demios_DealSummary.py,End,1,17:39.4,17:58.2,Fail,End,Regression,10/10/2022,SFP+,SIT,,,,,,,,,,,Python,PYETL,18,Iteration 1,Jarvis,
SFP,goelgj,GBMLVVCSW2359,,tc_01_functional_demios_DealSummary.py,End,1,25:04.9,25:17.2,Fail,End,Regression,10/10/2022,SFP+,SIT,,,,,,,,,,,Python,PYETL,12,Iteration 1,Jarvis,
SFP,goelgj,GBMLVVCSW2359,,tc_01_regression_esma12.py,End,1,09:39.7,09:42.0,Fail,End,Regression,10/10/2022,SFP+,SIT,,,,,,,,,,,Python,PYETL,2,Iteration 1,Jarvis,
SFP,goelgj,GBMLVVCSW2359,,tc_01_regression_esma12.py,End,1,11:42.8,11:47.7,Fail,End,Regression,10/10/2022,SFP+,SIT,,,,,,,,,,,Python,PYETL,4,Iteration 1,Jarvis,
SFP,goelgj,GBMLVVCSW2359,,tc_01_regression_esma12.py,End,1,20:45.2,20:49.6,Fail,End,Regression,10/10/2022,SFP+,SIT,,,,,,,,,,,Python,PYETL,4,Iteration 1,Jarvis,
SFP,goelgj,GBMLVVCSW2359,,tc_01_regression_esma12.py,End,1,27:45.7,27:50.5,Fail,End,Regression,10/10/2022,SFP+,SIT,,,,,,,,,,,Python,PYETL,4,Iteration 1,Jarvis,
SFP,goelgj,GBMLVVCSW2359,,tc_01_regression_esma12.py,End,1,28:54.9,28:59.4,Fail,End,Regression,10/10/2022,SFP+,SIT,,,,,,,,,,,Python,PYETL,4,Iteration 1,Jarvis,
SFP,goelgj,GBMLVVCSW2359,,tc_02_regression_esma14.py,End,1,53:24.7,53:30.3,Pass,End,Regression,10/10/2022,SFP+,SIT,,,,,,,,,,,Python,PYETL,5,Iteration 1,Jarvis,
SFP,goelgj,GBMLVVCSW2359,,tc_02_regression_esma14.py,End,1,54:35.4,54:41.5,Fail,End,Regression,10/10/2022,SFP+,SIT,,,,,,,,,,,Python,PYETL,6,Iteration 1,Jarvis,
SFP,goelgj,GBMLVVCSW2359,,tc_02_regression_esma14.py,End,1,04:36.5,04:42.8,Fail,End,Regression,10/10/2022,SFP+,SIT,,,,,,,,,,,Python,PYETL,6,Iteration 1,Jarvis,
SFP,goelgj,GBMLVVCSW2359,,tc_01_functional_demios_DealSummary.py,End,1,28:47.1,28:57.8,Fail,End,Regression,10/10/2022,SFP+,SIT,,,,,,,,,,,Python,PYETL,10,Iteration 1,Jarvis,
SFP,goelgj,GBMLVVCSW2359,,tc_02_functional_dunmore_DealSummary.py,End,1,28:58.0,29:17.6,Pass,End,Regression,10/10/2022,SFP+,SIT,,,,,,,,,,,Python,PYETL,19,Iteration 1,Jarvis,
SFP,goelgj,GBMLVVCSW2359,,tc_01_functional_demios_DealSummary.py,End,1,34:26.3,34:40.5,Fail,End,Regression,10/10/2022,SFP+,SIT,,,,,,,,,,,Python,PYETL,14,Iteration 1,Jarvis,
SFP,goelgj,GBMLVVCSW2359,,tc_01_functional_demios_DealSummary.py,End,1,36:55.5,37:06.5,Fail,End,Regression,10/10/2022,SFP+,SIT,,,,,,,,,,,Python,PYETL,10,Iteration 1,Jarvis,
SFP,goelgj,GBMLVVCSW2359,,tc_01_functional_demios_DealSummary.py,End,1,22:36.0,23:11.7,Fail,End,Regression,11/10/2022,SFP+,SIT,,,,,,,,,,,Python,PYETL,35,Iteration 1,Jarvis,
SFP,goelgj,GBMLVVCSW2359,,tc_02_functional_dunmore_DealSummary.py,End,1,53:08.3,53:32.9,Fail,End,Regression,11/10/2022,SFP+,SIT,,,,,,,,,,,Python,PYETL,24,Iteration 1,Jarvis,
SFP,goelgj,GBMLVVCSW2359,,tc_02_functional_dunmore_DealSummary.py,End,1,09:27.0,09:38.3,Fail,End,Regression,11/10/2022,SFP+,SIT,,,,,,,,,,,Python,PYETL,11,Iteration 1,Jarvis,
SFP,goelgj,GBMLVVCSW2359,,tc_01_functional_demios_DealSummary.py,End,1,32:27.8,32:52.9,Fail,End,Regression,11/10/2022,SFP+,SIT,,,,,,,,,,,Python,PYETL,25,Iteration 1,Jarvis,
SFP,goelgj,GBMLVVCSW2359,,tc_01_functional_demios_DealSummary.py,End,1,36:25.5,36:37.3,Fail,End,Regression,11/10/2022,SFP+,SIT,,,,,,,,,,,Python,PYETL,11,Iteration 1,Jarvis,
SFP,goelgj,GBMLVVCSW2359,,tc_01_functional_demios_DealSummary.py,End,1,53:36.7,53:56.4,Fail,End,Regression,11/10/2022,SFP+,SIT,,,,,,,,,,,Python,PYETL,19,Iteration 1,Jarvis,
SFP,goelgj,GBMLVVCSW2359,,tc_01_functional_demios_DealSummary.py,End,1,55:47.9,55:50.6,Fail,End,Regression,11/10/2022,SFP+,SIT,,,,,,,,,,,Python,PYETL,2,Iteration 1,Jarvis,
SFP,goelgj,GBMLVVCSW2359,,tc_01_functional_demios_DealSummary.py,End,1,58:02.9,58:13.8,Fail,End,Regression,11/10/2022,SFP+,SIT,,,,,,,,,,,Python,PYETL,10,Iteration 1,Jarvis,
SFP,goelgj,GBMLVVCSW2359,,tc_01_functional_demios_DealSummary.py,End,1,11:28.8,11:40.2,Fail,End,Regression,11/10/2022,SFP+,SIT,,,,,,,,,,,Python,PYETL,11,Iteration 1,Jarvis,
SFP,goelgj,GBMLVVCSW2359,,tc_02_functional_dunmore_DealSummary.py,End,1,38:29.2,38:50.3,Fail,End,Regression,11/10/2022,SFP+,SIT,,,,,,,,,,,Python,PYETL,21,Iteration 1,Jarvis,
SFP,goelgj,GBMLVVCSW2359,,tc_03_functional_LB_dunmore_historicalcollection.py,End,1,28:14.6,28:17.8,Fail,End,Regression,11/10/2022,SFP+,SIT,,,,,,,,,,,Python,PYETL,3,Iteration 1,Jarvis,
SFP,goelgj,GBMLVVCSW2359,,tc_03_functional_LB_dunmore_historicalcollection.py,End,1,23:45.8,23:48.5,Fail,End,Regression,11/10/2022,SFP+,SIT,,,,,,,,,,,Python,PYETL,2,Iteration 1,Jarvis,
SFP,goelgj,GBMLVVCSW2359,,tc_03_functional_LB_dunmore_historicalcollection.py,End,1,28:32.1,28:37.6,Fail,End,Regression,11/10/2022,SFP+,SIT,,,,,,,,,,,Python,PYETL,5,Iteration 1,Jarvis,
SFP,goelgj,GBMLVVCSW2359,,tc_03_functional_LB_dunmore_historicalcollection.py,End,1,30:05.4,30:15.9,Fail,End,Regression,11/10/2022,SFP+,SIT,,,,,,,,,,,Python,PYETL,10,Iteration 1,Jarvis,
SFP,goelgj,GBMLVVCSW2359,,tc_04_functional_LB_deimos_historicalcollection.py,End,1,39:12.1,39:19.9,Fail,End,Regression,11/10/2022,SFP+,SIT,,,,,,,,,,,Python,PYETL,7,Iteration 1,Jarvis,
SFP,goelgj,GBMLVVCSW2359,,tc_01_functional_demios_DealSummary.py,End,1,55:12.1,55:23.1,Fail,End,Regression,11/10/2022,SFP+,SIT,,,,,,,,,,,Python,PYETL,11,Iteration 1,Jarvis,
SFP,goelgj,GBMLVVCSW2359,,tc_01_regression_esma12.py,End,1,00:04.6,00:09.1,Pass,End,Regression,11/10/2022,SFP+,SIT,,,,,,,,,,,Python,PYETL,4,Iteration 1,Jarvis,
SFP,goelgj,GBMLVVCSW2359,,tc_01_regression_esma12.py,End,1,00:58.1,01:02.7,Fail,End,Regression,11/10/2022,SFP+,SIT,,,,,,,,,,,Python,PYETL,4,Iteration 1,Jarvis,
SFP,goelgj,GBMLVVCSW2359,,tc_02_regression_esma14.py,End,1,02:20.5,02:26.4,Pass,End,Regression,11/10/2022,SFP+,SIT,,,,,,,,,,,Python,PYETL,5,Iteration 1,Jarvis,
SFP,goelgj,GBMLVVCSW2359,,tc_02_regression_esma14.py,End,1,03:54.0,03:59.9,Pass,End,Regression,11/10/2022,SFP+,SIT,,,,,,,,,,,Python,PYETL,5,Iteration 1,Jarvis,
SFP,goelgj,GBMLVVCSW2359,,tc_02_regression_esma14.py,End,1,11:00.1,11:06.0,Pass,End,Regression,11/10/2022,SFP+,SIT,,,,,,,,,,,Python,PYETL,5,Iteration 1,Jarvis,
SFP,goelgj,GBMLVVCSW2359,,tc_02_regression_esma14.py,End,1,12:18.3,12:24.3,Pass,End,Regression,11/10/2022,SFP+,SIT,,,,,,,,,,,Python,PYETL,6,Iteration 1,Jarvis,
SFP,goelgj,GBMLVVCSW2359,,tc_01_regression_esma12.py,End,1,16:59.4,17:04.0,Fail,End,Regression,11/10/2022,SFP+,SIT,,,,,,,,,,,Python,PYETL,4,Iteration 1,Jarvis,
SFP,goelgj,GBMLVVCSW2359,,tc_01_regression_esma12.py,End,1,17:57.6,18:01.9,Pass,End,Regression,11/10/2022,SFP+,SIT,,,,,,,,,,,Python,PYETL,4,Iteration 1,Jarvis,
SFP,goelgj,GBMLVVCSW2359,,tc_01_regression_esma12.py,End,1,02:49.1,02:53.7,Fail,End,Regression,11/10/2022,SFP+,SIT,,,,,,,,,,,Python,PYETL,4,Iteration 1,Jarvis,
SFP,goelgj,GBMLVVCSW2359,,tc_01_functional_demios_DealSummary.py,End,1,02:33.7,02:52.6,Fail,End,Regression,12/10/2022,SFP+,SIT,,,,,,,,,,,Python,PYETL,18,Iteration 1,Jarvis,
SFP,goelgj,GBMLVVCSW2359,,tc_02_functional_dunmore_DealSummary.py,End,1,02:52.7,03:13.6,Fail,End,Regression,12/10/2022,SFP+,SIT,,,,,,,,,,,Python,PYETL,20,Iteration 1,Jarvis,
SFP,goelgj,GBMLVVCSW2359,,tc_03_functional_LB_dunmore_historicalcollection.py,End,1,03:13.7,03:24.0,Fail,End,Regression,12/10/2022,SFP+,SIT,,,,,,,,,,,Python,PYETL,10,Iteration 1,Jarvis,
SFP,goelgj,GBMLVVCSW2359,,tc_04_functional_LB_deimos_historicalcollection.py,End,1,03:24.1,03:32.1,Fail,End,Regression,12/10/2022,SFP+,SIT,,,,,,,,,,,Python,PYETL,7,Iteration 1,Jarvis,
SFP,goelgj,GBMLVVCSW2359,,tc_01_regression_esma12.py,End,1,51:51.2,51:53.6,Fail,End,Regression,12/10/2022,SFP+,SIT,,,,,,,,,,,Python,PYETL,2,Iteration 1,Jarvis,
SFP,goelgj,GBMLVVCSW2359,,tc_01_regression_esma12.py,End,1,52:46.3,52:50.7,Pass,End,Regression,12/10/2022,SFP+,SIT,,,,,,,,,,,Python,PYETL,4,Iteration 1,Jarvis,
SFP,goelgj,GBMLVVCSW2359,,tc_01_functional_demios_DealSummary.py,End,1,42:05.1,42:16.6,Fail,End,Regression,12/10/2022,SFP+,SIT,,,,,,,,,,,Python,PYETL,11,Iteration 1,Jarvis,
SFP,goelgj,GBMLVVCSW2359,,tc_02_functional_dunmore_DealSummary.py,End,1,42:18.1,42:36.4,Fail,End,Regression,12/10/2022,SFP+,SIT,,,,,,,,,,,Python,PYETL,18,Iteration 1,Jarvis,
SFP,goelgj,GBMLVVCSW2359,,tc_03_functional_LB_dunmore_historicalcollection.py,End,1,42:39.5,43:07.4,Fail,End,Regression,12/10/2022,SFP+,SIT,,,,,,,,,,,Python,PYETL,27,Iteration 1,Jarvis,
SFP,goelgj,GBMLVVCSW2359,,tc_04_functional_LB_deimos_historicalcollection.py,End,1,43:13.7,43:47.8,Fail,End,Regression,12/10/2022,SFP+,SIT,,,,,,,,,,,Python,PYETL,34,Iteration 1,Jarvis,
SFP,goelgj,GBMLVVCSW2359,,tc_01_functional_demios_DealSummary.py,End,1,45:53.8,46:12.6,Fail,End,Regression,12/10/2022,SFP+,SIT,,,,,,,,,,,Python,PYETL,18,Iteration 1,Jarvis,
SFP,goelgj,GBMLVVCSW2359,,tc_02_functional_dunmore_DealSummary.py,End,1,46:12.8,46:32.1,Fail,End,Regression,12/10/2022,SFP+,SIT,,,,,,,,,,,Python,PYETL,19,Iteration 1,Jarvis,
SFP,goelgj,GBMLVVCSW2359,,tc_03_functional_LB_dunmore_historicalcollection.py,End,1,46:32.2,46:43.1,Fail,End,Regression,12/10/2022,SFP+,SIT,,,,,,,,,,,Python,PYETL,10,Iteration 1,Jarvis,
SFP,goelgj,GBMLVVCSW2359,,tc_04_functional_LB_deimos_historicalcollection.py,End,1,46:43.3,46:52.2,Fail,End,Regression,12/10/2022,SFP+,SIT,,,,,,,,,,,Python,PYETL,8,Iteration 1,Jarvis,
SFP,goelgj,GBMLVVCSW2359,,tc_01_functional_demios_DealSummary.py,End,1,44:06.1,44:17.1,Fail,End,Regression,12/10/2022,SFP+,SIT,,,,,,,,,,,Python,PYETL,11,Iteration 1,Jarvis,
SFP,goelgj,GBMLVVCSW2359,,tc_02_functional_dunmore_DealSummary.py,End,1,44:17.3,44:28.6,Fail,End,Regression,12/10/2022,SFP+,SIT,,,,,,,,,,,Python,PYETL,11,Iteration 1,Jarvis,
SFP,goelgj,GBMLVVCSW2359,,tc_03_functional_LB_dunmore_historicalcollection.py,End,1,44:28.7,44:39.0,Fail,End,Regression,12/10/2022,SFP+,SIT,,,,,,,,,,,Python,PYETL,10,Iteration 1,Jarvis,
SFP,goelgj,GBMLVVCSW2359,,tc_04_functional_LB_deimos_historicalcollection.py,End,1,44:39.2,44:47.4,Fail,End,Regression,12/10/2022,SFP+,SIT,,,,,,,,,,,Python,PYETL,8,Iteration 1,Jarvis,
SFP,goelgj,GBMLVVCSW2359,,tc_01_functional_demios_DealSummary.py,End,1,13:22.8,13:41.8,Fail,End,Regression,13/10/2022,SFP+,SIT,,,,,,,,,,,Python,PYETL,19,Iteration 1,Jarvis,
SFP,goelgj,GBMLVVCSW2359,,tc_02_functional_dunmore_DealSummary.py,End,1,13:42.0,14:03.3,Fail,End,Regression,13/10/2022,SFP+,SIT,,,,,,,,,,,Python,PYETL,21,Iteration 1,Jarvis,
SFP,goelgj,GBMLVVCSW2359,,tc_03_functional_LB_dunmore_historicalcollection.py,End,1,14:03.4,14:14.6,Fail,End,Regression,13/10/2022,SFP+,SIT,,,,,,,,,,,Python,PYETL,11,Iteration 1,Jarvis,
SFP,goelgj,GBMLVVCSW2359,,tc_04_functional_LB_deimos_historicalcollection.py,End,1,14:14.8,14:23.4,Fail,End,Regression,13/10/2022,SFP+,SIT,,,,,,,,,,,Python,PYETL,8,Iteration 1,Jarvis,
SFP,goelgj,GBMLVVCSW2359,,tc_01_functional_demios_DealSummary.py,End,1,23:39.9,23:58.9,Fail,End,Regression,13/10/2022,SFP+,SIT,,,,,,,,,,,Python,PYETL,18,Iteration 1,Jarvis,
SFP,goelgj,GBMLVVCSW2359,,tc_02_functional_dunmore_DealSummary.py,End,1,23:59.0,24:19.7,Fail,End,Regression,13/10/2022,SFP+,SIT,,,,,,,,,,,Python,PYETL,20,Iteration 1,Jarvis,
SFP,goelgj,GBMLVVCSW2359,,tc_03_functional_LB_dunmore_historicalcollection.py,End,1,24:19.8,24:30.3,Fail,End,Regression,13/10/2022,SFP+,SIT,,,,,,,,,,,Python,PYETL,10,Iteration 1,Jarvis,
SFP,goelgj,GBMLVVCSW2359,,tc_04_functional_LB_deimos_historicalcollection.py,End,1,24:30.4,24:38.5,Fail,End,Regression,13/10/2022,SFP+,SIT,,,,,,,,,,,Python,PYETL,8,Iteration 1,Jarvis,
SFP,goelgj,GBMLVVCSW2359,,tc_04_functional_LB_deimos_historicalcollection.py,End,1,48:06.5,48:14.8,Fail,End,Regression,13/10/2022,SFP+,SIT,,,,,,,,,,,Python,PYETL,8,Iteration 1,Jarvis,
SFP,goelgj,GBMLVVCSW2359,,tc_01_functional_demios_DealSummary.py,End,1,43:52.9,44:25.3,Fail,End,Regression,14/10/2022,SFP+,SIT,,,,,,,,,,,Python,PYETL,32,Iteration 1,Jarvis,
SFP,goelgj,GBMLVVCSW2359,,tc_02_functional_dunmore_DealSummary.py,End,1,44:28.0,45:13.2,Fail,End,Regression,14/10/2022,SFP+,SIT,,,,,,,,,,,Python,PYETL,45,Iteration 1,Jarvis,
SFP,goelgj,GBMLVVCSW2359,,tc_03_functional_LB_dunmore_historicalcollection.py,End,1,45:19.0,45:51.5,Fail,End,Regression,14/10/2022,SFP+,SIT,,,,,,,,,,,Python,PYETL,32,Iteration 1,Jarvis,
SFP,goelgj,GBMLVVCSW2359,,tc_04_functional_LB_deimos_historicalcollection.py,End,1,45:57.0,46:26.7,Fail,End,Regression,14/10/2022,SFP+,SIT,,,,,,,,,,,Python,PYETL,29,Iteration 1,Jarvis,
SFP,goelgj,GBMLVVCSW2359,,tc_01_functional_demios_DealSummary.py,End,1,06:17.0,06:28.2,Fail,End,Regression,14/10/2022,SFP+,SIT,,,,,,,,,,,Python,PYETL,11,Iteration 1,Jarvis,
SFP,goelgj,GBMLVVCSW2359,,tc_02_functional_dunmore_DealSummary.py,End,1,11:56.0,12:08.7,Fail,End,Regression,14/10/2022,SFP+,SIT,,,,,,,,,,,Python,PYETL,12,Iteration 1,Jarvis,
SFP,goelgj,GBMLVVCSW2359,,tc_02_functional_dunmore_DealSummary.py,End,1,22:45.1,23:00.4,Fail,End,Regression,14/10/2022,SFP+,SIT,,,,,,,,,,,Python,PYETL,15,Iteration 1,Jarvis,
SFP,goelgj,GBMLVVCSW2359,,tc_01_functional_demios_DealSummary.py,End,1,55:56.6,56:16.3,Fail,End,Regression,14/10/2022,SFP+,SIT,,,,,,,,,,,Python,PYETL,19,Iteration 1,Jarvis,
SFP,goelgj,GBMLVVCSW2359,,tc_02_functional_dunmore_DealSummary.py,End,1,59:46.3,00:08.6,Fail,End,Regression,14/10/2022,SFP+,SIT,,,,,,,,,,,Python,PYETL,22,Iteration 1,Jarvis,
SFP,goelgj,GBMLVVCSW2359,,tc_01_functional_demios_DealSummary.py,End,1,01:17.6,01:29.3,Fail,End,Regression,14/10/2022,SFP+,SIT,,,,,,,,,,,Python,PYETL,11,Iteration 1,Jarvis,
SFP,goelgj,GBMLVVCSW2359,,tc_02_functional_dunmore_DealSummary.py,End,1,01:29.4,01:40.9,Fail,End,Regression,14/10/2022,SFP+,SIT,,,,,,,,,,,Python,PYETL,11,Iteration 1,Jarvis,
SFP,goelgj,GBMLVVCSW2359,,tc_01_functional_demios_DealSummary.py,End,1,18:06.5,18:26.3,Fail,End,Regression,14/10/2022,SFP+,SIT,,,,,,,,,,,Python,PYETL,19,Iteration 1,Jarvis,
SFP,goelgj,GBMLVVCSW2359,,tc_02_functional_dunmore_DealSummary.py,End,1,18:26.6,18:46.8,Pass,End,Regression,14/10/2022,SFP+,SIT,,,,,,,,,,,Python,PYETL,20,Iteration 1,Jarvis,
SFP,goelgj,GBMLVVCSW2359,,tc_02_functional_dunmore_DealSummary.py,End,1,18:25.6,18:32.0,Fail,End,Regression,16/10/2022,SFP+,SIT,,,,,,,,,,,Python,PYETL,6,Iteration 1,Jarvis,
SFP,goelgj,GBMLVVCSW2359,,tc_03_functional_loadfranktodb.py,End,1,30:31.0,31:30.5,Fail,End,Regression,16/10/2022,SFP+,SIT,,,,,,,,,,,Python,PYETL,59,Iteration 1,Avengers,
SFP,goelgj,GBMLVVCSW2359,,tc_03_functional_loadfranktodb.py,End,1,34:26.7,35:26.9,Fail,End,Regression,16/10/2022,SFP+,SIT,,,,,,,,,,,Python,PYETL,60,Iteration 1,Avengers,
SFP,goelgj,GBMLVVCSW2359,,tc_03_functional_loadfranktodb.py,End,1,45:19.7,46:23.2,Fail,End,Regression,16/10/2022,SFP+,SIT,,,,,,,,,,,Python,PYETL,63,Iteration 1,Avengers,
SFP,goelgj,GBMLVVCSW2359,,tc_03_functional_loadfranktodb.py,End,1,46:58.9,21:24.1,Pass,End,Regression,17/10/2022,SFP+,SIT,,,,,,,,,,,Python,PYETL,2065,Iteration 1,Avengers,
SFP,goelgj,GBMLVVCSW2359,,tc_03_functional_loadfranktodb.py,End,1,31:27.5,20:08.1,Pass,End,Regression,17/10/2022,SFP+,SIT,,,,,,,,,,,Python,PYETL,2920,Iteration 1,Avengers,
SFP,goelgj,GBMLVVCSW2359,,tc_03_functional_loadfranktodb.py,End,1,24:07.3,16:18.5,Pass,End,Regression,17/10/2022,SFP+,SIT,,,,,,,,,,,Python,PYETL,3131,Iteration 1,Avengers,
SFP,goelgj,GBMLVVCSW2359,,tc_03_functional_loadfranktodb.py,End,1,30:37.8,30:58.4,Fail,End,Regression,17/10/2022,SFP+,SIT,,,,,,,,,,,Python,PYETL,20,Iteration 1,Avengers,
SFP,goelgj,GBMLVVCSW2359,,tc_03_functional_loadfranktodb.py,End,1,32:07.1,32:15.5,Fail,End,Regression,17/10/2022,SFP+,SIT,,,,,,,,,,,Python,PYETL,8,Iteration 1,Avengers,
SFP,goelgj,GBMLVVCSW2359,,tc_03_functional_stage_validation.py,End,1,12:17.6,16:04.0,Fail,End,Regression,21/10/2022,SFP+,SIT,,,,,,,,,,,Python,PYETL,226,Iteration 1,Avengers,
SFP,goelgj,GBMLVVCSW2359,,tc_03_functional_stage_validation.py,End,1,22:32.4,25:41.5,Fail,End,Regression,21/10/2022,SFP+,SIT,,,,,,,,,,,Python,PYETL,189,Iteration 1,Avengers,
SFP,goelgj,GBMLVVCSW2359,,tc_03_functional_stage_validation.py,End,1,38:24.0,46:07.1,Fail,End,Regression,21/10/2022,SFP+,SIT,,,,,,,,,,,Python,PYETL,463,Iteration 1,Avengers,
SFP,goelgj,GBMLVVCSW2359,,tc_03_functional_stage_validation.py,End,1,59:45.1,59:46.6,Fail,End,Regression,21/10/2022,SFP+,SIT,,,,,,,,,,,Python,PYETL,1,Iteration 1,Avengers,
SFP,goelgj,GBMLVVCSW2359,,tc_03_functional_stage_validation.py,End,1,01:15.6,04:49.0,Fail,End,Regression,21/10/2022,SFP+,SIT,,,,,,,,,,,Python,PYETL,213,Iteration 1,Avengers,
SFP,goelgj,GBMLVVCSW2359,,tc_03_functional_stage_validation.py,End,1,12:22.2,18:53.7,Fail,End,Regression,21/10/2022,SFP+,SIT,,,,,,,,,,,Python,PYETL,391,Iteration 1,Avengers,
SFP,goelgj,GBMLVVCSW2359,,tc_02_functional_stage_ControlTotals.py,End,1,27:58.1,27:59.6,Fail,End,Regression,21/10/2022,SFP+,SIT,,,,,,,,,,,Python,PYETL,1,Iteration 1,Avengers,
SFP,goelgj,GBMLVVCSW2359,,tc_02_functional_stage_ControlTotals.py,End,1,28:55.5,28:57.1,Fail,End,Regression,21/10/2022,SFP+,SIT,,,,,,,,,,,Python,PYETL,1,Iteration 1,Avengers,
SFP,goelgj,GBMLVVCSW2359,,tc_02_functional_stage_ControlTotals.py,End,1,30:05.2,30:06.7,Fail,End,Regression,21/10/2022,SFP+,SIT,,,,,,,,,,,Python,PYETL,1,Iteration 1,Avengers,
SFP,goelgj,GBMLVVCSW2359,,tc_02_functional_stage_ControlTotals.py,End,1,30:47.6,30:49.8,Fail,End,Regression,21/10/2022,SFP+,SIT,,,,,,,,,,,Python,PYETL,2,Iteration 1,Avengers,
SFP,goelgj,GBMLVVCSW2359,,tc_02_functional_stage_ControlTotals.py,End,1,31:36.2,31:45.5,Fail,End,Regression,21/10/2022,SFP+,SIT,,,,,,,,,,,Python,PYETL,9,Iteration 1,Avengers,
SFP,goelgj,GBMLVVCSW2359,,tc_02_functional_stage_ControlTotals.py,End,1,34:24.3,34:27.8,Fail,End,Regression,21/10/2022,SFP+,SIT,,,,,,,,,,,Python,PYETL,3,Iteration 1,Avengers,
SFP,goelgj,GBMLVVCSW2359,,tc_02_functional_stage_ControlTotals.py,End,1,36:47.4,36:57.4,Fail,End,Regression,21/10/2022,SFP+,SIT,,,,,,,,,,,Python,PYETL,10,Iteration 1,Avengers,
